repo_owner,repo_name,payload_commit_msg,created_at,TRUE_VALUE,Final_Themes,
faux123,tuna,"mutex: dynamically disable mutex spinning at high load Date Thu, 4 Apr 2013 10:54:18 -0400 The Linux mutex code has a MUTEX_SPIN_ON_OWNER configuration option that was enabled by default in major distributions like Red Hat. Allowing threads waiting on mutex to spin while the mutex owner is running will theoretically reduce latency on the acquisition of mutex at the expense of energy efficiency as the spinning threads are doing no useful work. This is not a problem on a lightly loaded system where the CPU may be idle anyway. On a highly loaded system, the spinning tasks may be blocking other tasks from running even if they have higher priority because the spinning was done with preemption disabled. This patch will disable mutex spinning if the current load is high enough. The load is considered high if there are 2 or more active tasks waiting to run on the current CPU. If there is only one task waiting, it will check the average load at the past minute (calc_load_tasks). If it is more than double the number of active CPUs, the load is considered high too. This is a rather simple metric that does not incur that much additional overhead. The AIM7 benchmarks were run on 3.7.10 derived kernels to show the performance changes with this patch on a 8-socket 80-core system with hyperthreading off. The table below shows the mean % change in performance over a range of users for some AIM7 workloads with just the less atomic operation patch (patch 1) vs the less atomic operation patch plus this one (patches 1+3). +--------------+-----------------+-----------------+-----------------+ | Workload | mean % change | mean % change | mean % change | | | 10-100 users | 200-1000 users | 1100-2000 users | +--------------+-----------------+-----------------+-----------------+ | alltests | 0.0% | -0.1% | +5.0% | | five_sec | +1.5% | +1.3% | +1.3% | | fserver | +1.5% | +25.4% | +9.6% | | high_systime | +0.1% | 0.0% | +0.8% | | new_fserver | +0.2% | +11.9% | +14.1% | | shared | -1.2% | +0.3% | +1.8% | | short | +6.4% | +2.5% | +3.0% | +--------------+-----------------+-----------------+-----------------+ It can be seen that this patch provides some big performance improvement for the fserver and new_fserver workloads while is still generally positive for the other AIM7 workloads. Signed-off-by: Waiman Long <Waiman.Long@hp.com> Reviewed-by: Davidlohr Bueso <davidlohr.bueso@hp.com> modified for tuna kernel from LKML Signed-off-by: Paul Reioux <reioux@gmail.com>",15/04/2013 4:03,1,[Polling avoidance],
SlimRoms,kernel_samsung_t1,"mutex: restrict mutex spinning to only one task per mutex Date Thu, 4 Apr 2013 10:54:17 -0400 The current mutex spinning code allow multiple tasks to spin on a single mutex concurrently. There are two major problems with this approach: 1. This is not very energy efficient as the spinning tasks are not doing useful work. The spinning tasks may also block other more important or useful tasks from running as preemption is disabled. Only one of the spinners will get the mutex at any time. The other spinners will have to wait for much longer to get it. 2. The mutex data structure on x86-64 should be 32 bytes. The spinning code spin on lock->owner which, in most cases, should be in the same 64-byte cache line as the lock->wait_lock spinlock. As a result, the mutex spinners are contending the same cacheline with other CPUs trying to get the spinlock leading to increased time spent on the spinlock as well as on the mutex spinning. These problems are worse on system with large number of CPUs. One way to reduce the effect of these two problems is to allow only one task to be spinning on a mutex at any time. This patch adds a new spinner field in the mutex.h to limit the number of spinner to only one task. That will increase the size of the mutex by 8 bytes in a 64-bit environment (4 bytes in a 32-bit environment). The AIM7 benchmarks were run on 3.7.10 derived kernels to show the performance changes with this patch on a 8-socket 80-core system with hyperthreading off. The table below shows the mean % change in performance over a range of users for some AIM7 workloads with just the less atomic operation patch (patch 1) vs the less atomic operation patch plus this one (patches 1+2). +--------------+-----------------+-----------------+-----------------+ | Workload | mean % change | mean % change | mean % change | | | 10-100 users | 200-1000 users | 1100-2000 users | +--------------+-----------------+-----------------+-----------------+ | alltests | -0.2% | -3.8% | -4.2% | | five_sec | -0.6% | -2.0% | -2.4% | | fserver | +2.2% | +16.2% | +2.2% | | high_systime | -0.3% | -4.3% | -3.0% | | new_fserver | +3.9% | +16.0% | +9.5% | | shared | -1.7% | -5.0% | -4.0% | | short | -7.7% | +0.2% | +1.3% | +--------------+-----------------+-----------------+-----------------+ It can be seen that this patch improves performance for the fserver and new_fserver workloads while suffering some slight drop in performance for the other workloads. Signed-off-by: Waiman Long <Waiman.Long@hp.com> Reviewed-by: Davidlohr Bueso <davidlohr.bueso@hp.com> Signed-off-by: Francisco Franco <franciscofranco.1990@gmail.com>",17/04/2013 18:14,1,[Polling avoidance],
teamgruntled,android_kernel_oppo_find5,defconfig: enable RCU_FAST_NO_HZ for SMP msm targets RCU_FAST_NO_HZ has been shown to improve power consumption thanks to CPUs entering nohz idle mode more quickly. The 7627a and 8660 configurations are omitted until they can be properly tested with RCU_FAST_NO_HZ. From https://www.codeaurora.org/gitweb/quic/la/?p=kernel/msm.git;a=commit;h=df997664f786b514cce239fa51b370a01925ce1e Change-Id: Idf9613ed0deb808d0d45c5bd76385c686574365f,17/04/2013 22:26,1,[Use power efficient library/device],
ggezer,linux,"Improvement on Exynos4x12 DVFS Hotplug driver * anticipation behavior is improved. Instead of increasing target limit for closing cpu, check interval is increased and target limit for booting cpu is decreased. Thus less timer tick -> better overall system performance * hotplug ticks used in ondemand and conservative governors are now disabled when not needed(system is idle, system is under heavy load). Thus significantly improved overall system power consumption. * tunables are exported to sysfs under /sys/devices/system/cpu/dvfs-hotplug -> min_cpu_count -> max_cpu_count -> freq_load_tolerance (percentage of maximum supported frequency) -> tick_interval (in milisecond) -> tick_anticipation( to favor rising system load, 0 or 1)",22/04/2013 16:37,1,[Disabling feature/devices],
xioTechnologies,DressCode-Firmware,reduced to 4 MIPS for 6mA power consumption,29/04/2013 0:47,1,[Miscellaneous],
adein,Tasker,"Import of Power saving/management project. This project turns mobile data and autosync on and off automatically to reduce power consumption while the phone is inactive, turns Wifi and Bluetooth off when disconnected for a period of time, and reduces screen brightness and timeout when battery levels get low.",01/05/2013 11:24,1,[Disabling feature/devices],
nasenatmer,ftw,Add backlight power saving.,09/05/2013 10:47,1,[Display and UI tuning],
RonGokhale,codeaurora_kernel,net: wireless: bcmdhd: Update to version 1.88.16 - Change the logic to enable Power save mode for STA or P2P GC - Fix protxstatus bug for corner case - Reset uninitialized value for mac entry - Remove dhd_wlfc_init/deinit in wl_android.c - Fix IBSS mode Change-Id: I4589e87eda456798eae48548261a1f7cb9542660 Signed-off-by: Dmitry Shmidt <dimitrysh@google.com>,11/05/2013 7:00,1,[Timing out],
dorimanx,initramfs3,UKSM: small corrections to save power and allow access. when setting cpu_governor to full max_cpu set to 95 and when cpu_governor to low max_cpu set to 20 by auto. so i correct to 85 for awake state.,11/05/2013 10:54,1,[Frequency and voltage scaling],
RAZR-K-Devs,android_kernel_motorola_omap4-common,"OMAP4: PM: Handle LPDDR CLK IO errata during suspend/idle There is a HW bug in CMD PHY which gives ISO signals as same for both PADn and PADp on differential IO pad, because of which IO leaks higher as pull controls are differential internally and pull value does not match A value. Though there is no functionality impact due to this bug, it is seen that by disabling the pulls there is a savings ~500uA in OSWR, but draws ~300uA more during OFF mode. To save power during both idle/suspend following approach taken: 1) Enable WA during boot-up. 2) Disable WA while attempting suspend and enable during resume. CDDS no: OMAP4460-1.0BUG00291 (OMAP official errata ID yet to be available). Change-Id: Ic39f17be50ff602c71e714b05af3811b35c1a67f Reported-by: Logan Lee <hklee@ti.com> Signed-off-by: Shashi Shekar B.S. <shashi.shekar@ti.com> Signed-off-by: Ambresh K <ambresh@ti.com>",13/05/2013 11:02,1,[Energy bug],
denis-m-tyurin,ethernet-alarm,Power consumption optimization. Enabled watchdog. Fixed DHCP setting bug. Removed UDP server functionality. Signed-off-by: denis-m-tyurin <denis.m.turin@gmail.com>,15/05/2013 6:50,1,[Low power idling],
oxavelar,android_device_motorola_intel_smi,Power saving features.,16/05/2013 4:51,1,[Frequency and voltage scaling],
ParanoidAndroid,lge-kernel-mako,"usb: hsic: suspend hsic until really activated by the gadget driver Hsic can enter to low power mode only after bus suspend when connected to host. Since there is no disconnect state in hsic, hsic remaines resumed even not activated by the gadget driver. Therefore hsic still votes for some resources, such as clocks, that prevent from power save modes to occur, as Vdd minimization. This fix suspends the hsic by default, right after hsic udc driver Initializations take place, and only on activation by the gadget driver,aka pullup, resume the hsic device. Change-Id: I22ecbbd66e76e28161428287e6a8b44cf42a1325 CRs-Fixed: 400263 Signed-off-by: Ido Shayevitz <idos@codeaurora.org> Signed-off-by: Francisco Franco <franciscofranco.1990@gmail.com>",19/05/2013 16:56,1,[Energy bug],
zeroeth,arduino_pir_datalogger,"Reorganization, LED status indication, no led on trigger for small power savings",19/05/2013 22:54,1,[Disabling feature/devices],
neonglass,CamButtonDisable,"Further power fixes Turns out that if you use the SensorManager in a BroadcastReceiver the system never lets go of the Sensor, causing massive power consumption. This patch offsets sensor processing to the Main Activity.",31/05/2013 4:27,1,[Energy bug],
somemetricprefix,ckfw,Send device to sleepmode to save energy.,06/06/2013 8:14,1,[Low power idling],
plokhotnyuk,actors,improved backoff to be more energy efficient by parking waiting threads until submitting of new tasks,06/06/2013 13:19,1,[Miscellaneous],
postgres,postgres,"Use WaitLatch, not pg_usleep, for delaying in pg_sleep(). This avoids platform-dependent behavior wherein pg_sleep() might fail to be interrupted by statement timeout, query cancel, SIGTERM, etc. Also, since there's no reason to wake up once a second any more, we can reduce the power consumption of a sleeping backend a tad. Back-patch to 9.3, since use of SA_RESTART for SIGALRM makes this a bigger issue than it used to be.",15/06/2013 20:30,1,[Polling avoidance],
requalix,roofix,"added power saving package, removed hub package (was erroring out), fixed xinitrc config etc.",19/06/2013 13:36,1,[Use power efficient library/device],
invisiblek,android_kernel_samsung_d2,"spi_qsd: Add runtime PM support to SPI QSD driver Enable and disable the clocks and gpios to the SPI controller using runtime PM. This serves the dual purpose of reducing power Consumption a little and letting the core know when the device is idle. If runtime_pm is not supported, then make sure the device becomes active in first transaction after system-suspend, instead of system-resume. CRs-Fixed: 460988 Change-Id: I2360b6f48491cd0e8e5f1ce54805079daf92e36b Signed-off-by: Alok Chauhan <alokc@codeaurora.org>",21/06/2013 3:17,1,[Use power efficient library/device],
mharizanov,new_Funky,optimization for a shorted led blink to save power,22/06/2013 7:21,1,[Miscellaneous],
oxavelar,XT890-Kernel-Gamma,Power saving.,23/06/2013 3:02,1,[Frequency and voltage scaling],
colinmeyer,ATtiny13_firefly,added some power saving config,26/06/2013 9:06,1,[Disabling feature/devices],
RAZR-K-Devs,android_kernel_motorola_omap4-common,"New modified zcache driver, more non-hotplugging governors for power saving",01/07/2013 11:34,1,[Frequency and voltage scaling],
RAZR-K-Devs,android_kernel_motorola_omap4-common,AdaptiveX set to default governor - best for power saving as it only turns off the second core during idle/sleep mode and keeps both cores awake on active state. Hotplugging eats power when switching on/off the secondary core(s) all the time when phone enters low tasks state. Better keep the core awake and suspend it in sleep mode only.,01/07/2013 12:02,1,[Frequency and voltage scaling],
